pair_id,group_id,enzyme_class,enz_ac,sub_ac,enz_gene,sub_gene,enzyme_type,label,source,pmid,enz_gene_norm,sub_gene_norm,gene_pair_key,ppi_physical_flag,enz_compartments,sub_compartments,shared_compartments,has_enz_loc,has_sub_loc,coloc_flag
DUB|P51784|P43246,DUB|P51784,DUB,P51784,P43246,USP11,MSH2,USP,0,neg2x_initial_degree_matched,,USP11,MSH2,MSH2|USP11,False,cytoplasm;nucleus,nucleus,nucleus,True,True,True
DUB|P51784|Q13887,DUB|P51784,DUB,P51784,Q13887,USP11,KLF5,USP,0,neg2x_initial_degree_matched,,USP11,KLF5,KLF5|USP11,False,cytoplasm;nucleus,nucleus,nucleus,True,True,True
DUB|P51784|P78352,DUB|P51784,DUB,P51784,P78352,USP11,DLG4,USP,0,neg2x_initial_degree_matched,,USP11,DLG4,DLG4|USP11,False,cytoplasm;nucleus,cytoplasm;membrane;plasma_membrane,cytoplasm,True,True,True
DUB|P51784|P23396,DUB|P51784,DUB,P51784,P23396,USP11,RPS3,USP,0,neg2x_initial_degree_matched,,USP11,RPS3,RPS3|USP11,False,cytoplasm;nucleus,cytoplasm;cytoskeleton;membrane;mitochondrion;nucleus,cytoplasm;nucleus,True,True,True
DUB|P51784|Q13309,DUB|P51784,DUB,P51784,Q13309,USP11,SKP2,USP,0,neg2x_initial_degree_matched,,USP11,SKP2,SKP2|USP11,False,cytoplasm;nucleus,cytoplasm;nucleus,cytoplasm;nucleus,True,True,True
DUB|P51784|O75461,DUB|P51784,DUB,P51784,O75461,USP11,E2F6,USP,0,neg2x_initial_degree_matched,,USP11,E2F6,E2F6|USP11,False,cytoplasm;nucleus,nucleus,nucleus,True,True,True
DUB|P51784|Q03468,DUB|P51784,DUB,P51784,Q03468,USP11,ERCC6,USP,0,neg2x_initial_degree_matched,,USP11,ERCC6,ERCC6|USP11,False,cytoplasm;nucleus,nucleus,nucleus,True,True,True
DUB|P51784|P12830,DUB|P51784,DUB,P51784,P12830,USP11,CDH1,USP,0,neg2x_initial_degree_matched,,USP11,CDH1,CDH1|USP11,False,cytoplasm;nucleus,cell_junction;cytoplasm;cytoskeleton;endosome;golgi;membrane;plasma_membrane,cytoplasm,True,True,True
DUB|P51784|O60493,DUB|P51784,DUB,P51784,O60493,USP11,SNX3,USP,0,neg2x_initial_degree_matched,,USP11,SNX3,SNX3|USP11,False,cytoplasm;nucleus,cytoplasm;endosome;vesicle,cytoplasm,True,True,True
DUB|P51784|P36507,DUB|P51784,DUB,P51784,P36507,USP11,MAP2K2,USP,0,neg2x_initial_degree_matched,,USP11,MAP2K2,MAP2K2|USP11,False,cytoplasm;nucleus,cytoplasm;membrane,cytoplasm,True,True,True
DUB|P51784|Q96P20,DUB|P51784,DUB,P51784,Q96P20,USP11,NLRP3,USP,0,neg2x_initial_degree_matched,,USP11,NLRP3,NLRP3|USP11,False,cytoplasm;nucleus,cytoplasm;cytoskeleton;endoplasmic_reticulum;extracellular;golgi;membrane;mitochondrion;nucleus;vesicle,cytoplasm;nucleus,True,True,True
DUB|P51784|Q9NVV4,DUB|P51784,DUB,P51784,Q9NVV4,USP11,MTPAP,USP,0,neg2x_initial_degree_matched,,USP11,MTPAP,MTPAP|USP11,False,cytoplasm;nucleus,cytoplasm;mitochondrion,cytoplasm,True,True,True
DUB|P51784|Q15750,DUB|P51784,DUB,P51784,Q15750,USP11,TAB1,USP,0,neg2x_initial_degree_matched,,USP11,TAB1,TAB1|USP11,False,cytoplasm;nucleus,cytoplasm;endoplasmic_reticulum;membrane,cytoplasm,True,True,True
DUB|P51784|Q9Y4H2,DUB|P51784,DUB,P51784,Q9Y4H2,USP11,IRS2,USP,0,neg2x_initial_degree_matched,,USP11,IRS2,IRS2|USP11,False,cytoplasm;nucleus,cytoplasm,cytoplasm,True,True,True
DUB|P51784|P49116,DUB|P51784,DUB,P51784,P49116,USP11,NR2C2,USP,0,neg2x_initial_degree_matched,,USP11,NR2C2,NR2C2|USP11,False,cytoplasm;nucleus,nucleus,nucleus,True,True,True
DUB|P51784|Q16620,DUB|P51784,DUB,P51784,Q16620,USP11,NTRK2,USP,0,neg2x_initial_degree_matched,,USP11,NTRK2,NTRK2|USP11,False,cytoplasm;nucleus,cytoplasm;endosome;membrane;plasma_membrane,cytoplasm,True,True,True
DUB|P51784|P20226,DUB|P51784,DUB,P51784,P20226,USP11,TBP,USP,0,neg2x_initial_degree_matched,,USP11,TBP,TBP|USP11,False,cytoplasm;nucleus,nucleus,nucleus,True,True,True
DUB|P51784|P19474,DUB|P51784,DUB,P51784,P19474,USP11,TRIM21,USP,0,neg2x_initial_degree_matched,,USP11,TRIM21,TRIM21|USP11,False,cytoplasm;nucleus,cytoplasm;nucleus;vesicle,cytoplasm;nucleus,True,True,True
DUB|P51784|O95166,DUB|P51784,DUB,P51784,O95166,USP11,GABARAP,USP,0,neg2x_initial_degree_matched,,USP11,GABARAP,GABARAP|USP11,False,cytoplasm;nucleus,cytoplasm;cytoskeleton;golgi;membrane;vesicle,cytoplasm,True,True,True
DUB|P51784|O60674,DUB|P51784,DUB,P51784,O60674,USP11,JAK2,USP,0,neg2x_initial_degree_matched,,USP11,JAK2,JAK2|USP11,False,cytoplasm;nucleus,cytoplasm;membrane;nucleus,cytoplasm;nucleus,True,True,True
DUB|P51784|Q96EP1,DUB|P51784,DUB,P51784,Q96EP1,USP11,CHFR,USP,0,neg2x_initial_degree_matched,,USP11,CHFR,CHFR|USP11,False,cytoplasm;nucleus,nucleus,nucleus,True,True,True
DUB|P51784|Q9HC16,DUB|P51784,DUB,P51784,Q9HC16,USP11,APOBEC3G,USP,0,neg2x_initial_degree_matched,,USP11,APOBEC3G,APOBEC3G|USP11,False,cytoplasm;nucleus,cytoplasm;nucleus,cytoplasm;nucleus,True,True,True
DUB|P51784|O43303,DUB|P51784,DUB,P51784,O43303,USP11,CCP110,USP,0,neg2x_initial_degree_matched,,USP11,CCP110,CCP110|USP11,False,cytoplasm;nucleus,cytoplasm;cytoskeleton,cytoplasm,True,True,True
DUB|P51784|Q16635,DUB|P51784,DUB,P51784,Q16635,USP11,TAZ,USP,0,neg2x_initial_degree_matched,,USP11,TAZ,TAZ|USP11,False,cytoplasm;nucleus,cytoplasm;membrane;mitochondrion,cytoplasm,True,True,True
DUB|P51784|Q9NSA3,DUB|P51784,DUB,P51784,Q9NSA3,USP11,CTNNBIP1,USP,0,neg2x_initial_degree_matched,,USP11,CTNNBIP1,CTNNBIP1|USP11,False,cytoplasm;nucleus,cytoplasm;nucleus,cytoplasm;nucleus,True,True,True
DUB|P54252|Q9BZK7,DUB|P54252,DUB,P54252,Q9BZK7,ATXN3,TBL1XR1,Josephin,0,neg2x_initial_degree_matched,,ATXN3,TBL1XR1,ATXN3|TBL1XR1,False,lysosome;membrane;nucleus,nucleus,nucleus,True,True,True
DUB|P54252|Q96S59,DUB|P54252,DUB,P54252,Q96S59,ATXN3,RANBP9,Josephin,0,neg2x_initial_degree_matched,,ATXN3,RANBP9,ATXN3|RANBP9,False,lysosome;membrane;nucleus,cytoplasm;membrane;nucleus;plasma_membrane,membrane;nucleus,True,True,True
DUB|P54252|Q13887,DUB|P54252,DUB,P54252,Q13887,ATXN3,KLF5,Josephin,0,neg2x_initial_degree_matched,,ATXN3,KLF5,ATXN3|KLF5,False,lysosome;membrane;nucleus,nucleus,nucleus,True,True,True
DUB|P54252|Q86YC2,DUB|P54252,DUB,P54252,Q86YC2,ATXN3,PALB2,Josephin,0,neg2x_initial_degree_matched,,ATXN3,PALB2,ATXN3|PALB2,False,lysosome;membrane;nucleus,nucleus,nucleus,True,True,True
DUB|P54252|Q9NRM7,DUB|P54252,DUB,P54252,Q9NRM7,ATXN3,LATS2,Josephin,0,neg2x_initial_degree_matched,,ATXN3,LATS2,ATXN3|LATS2,False,lysosome;membrane;nucleus,cytoplasm;cytoskeleton;nucleus,nucleus,True,True,True
DUB|P54252|Q16777,DUB|P54252,DUB,P54252,Q16777,ATXN3,HIST2H2AC,Josephin,0,neg2x_initial_degree_matched,,ATXN3,HIST2H2AC,ATXN3|HIST2H2AC,False,lysosome;membrane;nucleus,nucleus,nucleus,True,True,True
DUB|P54252|Q02246,DUB|P54252,DUB,P54252,Q02246,ATXN3,CNTN2,Josephin,0,neg2x_initial_degree_matched,,ATXN3,CNTN2,ATXN3|CNTN2,False,lysosome;membrane;nucleus,membrane;plasma_membrane,membrane,True,True,True
DUB|P54252|O14965,DUB|P54252,DUB,P54252,O14965,ATXN3,AURKA,Josephin,0,neg2x_initial_degree_matched,,ATXN3,AURKA,ATXN3|AURKA,False,lysosome;membrane;nucleus,cytoplasm;cytoskeleton;membrane;plasma_membrane,membrane,True,True,True
DUB|P54252|P06239,DUB|P54252,DUB,P54252,P06239,ATXN3,LCK,Josephin,0,neg2x_initial_degree_matched,,ATXN3,LCK,ATXN3|LCK,False,lysosome;membrane;nucleus,cytoplasm;membrane;plasma_membrane,membrane,True,True,True
DUB|P54252|Q03431,DUB|P54252,DUB,P54252,Q03431,ATXN3,PTH1R,Josephin,0,neg2x_initial_degree_matched,,ATXN3,PTH1R,ATXN3|PTH1R,False,lysosome;membrane;nucleus,membrane;plasma_membrane,membrane,True,True,True
DUB|P54252|P42345,DUB|P54252,DUB,P54252,P42345,ATXN3,MTOR,Josephin,0,neg2x_initial_degree_matched,,ATXN3,MTOR,ATXN3|MTOR,False,lysosome;membrane;nucleus,cytoplasm;endoplasmic_reticulum;golgi;lysosome;membrane;mitochondrion;nucleus;plasma_membrane;vesicle,lysosome;membrane;nucleus,True,True,True
DUB|P54252|O60341,DUB|P54252,DUB,P54252,O60341,ATXN3,KDM1A,Josephin,0,neg2x_initial_degree_matched,,ATXN3,KDM1A,ATXN3|KDM1A,False,lysosome;membrane;nucleus,nucleus,nucleus,True,True,True
DUB|P54252|P42771,DUB|P54252,DUB,P54252,P42771,ATXN3,CDKN2A,Josephin,0,neg2x_initial_degree_matched,,ATXN3,CDKN2A,ATXN3|CDKN2A,False,lysosome;membrane;nucleus,cytoplasm;nucleus,nucleus,True,True,True
DUB|P54252|Q16656,DUB|P54252,DUB,P54252,Q16656,ATXN3,NRF1,Josephin,0,neg2x_initial_degree_matched,,ATXN3,NRF1,ATXN3|NRF1,False,lysosome;membrane;nucleus,nucleus,nucleus,True,True,True
DUB|P54252|Q15287,DUB|P54252,DUB,P54252,Q15287,ATXN3,RNPS1,Josephin,0,neg2x_initial_degree_matched,,ATXN3,RNPS1,ATXN3|RNPS1,False,lysosome;membrane;nucleus,cytoplasm;nucleus,nucleus,True,True,True
DUB|P54252|Q9UBS5,DUB|P54252,DUB,P54252,Q9UBS5,ATXN3,GABBR1,Josephin,0,neg2x_initial_degree_matched,,ATXN3,GABBR1,ATXN3|GABBR1,False,lysosome;membrane;nucleus,extracellular;membrane;plasma_membrane,membrane,True,True,True
DUB|P54252|O95602,DUB|P54252,DUB,P54252,O95602,ATXN3,POLR1A,Josephin,0,neg2x_initial_degree_matched,,ATXN3,POLR1A,ATXN3|POLR1A,False,lysosome;membrane;nucleus,nucleus,nucleus,True,True,True
DUB|P54252|Q02241,DUB|P54252,DUB,P54252,Q02241,ATXN3,KIF23,Josephin,0,neg2x_initial_degree_matched,,ATXN3,KIF23,ATXN3|KIF23,False,lysosome;membrane;nucleus,cytoplasm;cytoskeleton;nucleus,nucleus,True,True,True
DUB|P54252|Q02535,DUB|P54252,DUB,P54252,Q02535,ATXN3,ID3,Josephin,0,neg2x_initial_degree_matched,,ATXN3,ID3,ATXN3|ID3,False,lysosome;membrane;nucleus,nucleus,nucleus,True,True,True
DUB|P54252|Q9HCE0,DUB|P54252,DUB,P54252,Q9HCE0,ATXN3,EPG5,Josephin,0,neg2x_initial_degree_matched,,ATXN3,EPG5,ATXN3|EPG5,False,lysosome;membrane;nucleus,cytoplasm;lysosome,lysosome,True,True,True
DUB|P54252|Q13309,DUB|P54252,DUB,P54252,Q13309,ATXN3,SKP2,Josephin,0,neg2x_initial_degree_matched,,ATXN3,SKP2,ATXN3|SKP2,False,lysosome;membrane;nucleus,cytoplasm;nucleus,nucleus,True,True,True
DUB|P54252|Q96T88,DUB|P54252,DUB,P54252,Q96T88,ATXN3,UHRF1,Josephin,0,neg2x_initial_degree_matched,,ATXN3,UHRF1,ATXN3|UHRF1,False,lysosome;membrane;nucleus,nucleus,nucleus,True,True,True
DUB|P54252|Q9NS91,DUB|P54252,DUB,P54252,Q9NS91,ATXN3,RAD18,Josephin,0,neg2x_initial_degree_matched,,ATXN3,RAD18,ATXN3|RAD18,False,lysosome;membrane;nucleus,cytoplasm;cytoskeleton;nucleus,nucleus,True,True,True
DUB|P54252|P04234,DUB|P54252,DUB,P54252,P04234,ATXN3,CD3D,Josephin,0,neg2x_initial_degree_matched,,ATXN3,CD3D,ATXN3|CD3D,False,lysosome;membrane;nucleus,membrane;plasma_membrane,membrane,True,True,True
DUB|P54252|O94979,DUB|P54252,DUB,P54252,O94979,ATXN3,SEC31A,Josephin,0,neg2x_initial_degree_matched,,ATXN3,SEC31A,ATXN3|SEC31A,False,lysosome;membrane;nucleus,cytoplasm;endoplasmic_reticulum;membrane;vesicle,membrane,True,True,True
DUB|P54252|P05556,DUB|P54252,DUB,P54252,P05556,ATXN3,ITGB1,Josephin,0,neg2x_initial_degree_matched,,ATXN3,ITGB1,ATXN3|ITGB1,False,lysosome;membrane;nucleus,cell_junction;endosome;membrane;plasma_membrane,membrane,True,True,True
DUB|P54578|Q9Y2T1,DUB|P54578,DUB,P54578,Q9Y2T1,USP14,AXIN2,USP,0,neg2x_initial_degree_matched,,USP14,AXIN2,AXIN2|USP14,False,cytoplasm;membrane;plasma_membrane,cytoplasm,cytoplasm,True,True,True
DUB|P54578|Q5XPI4,DUB|P54578,DUB,P54578,Q5XPI4,USP14,RNF123,USP,0,neg2x_initial_degree_matched,,USP14,RNF123,RNF123|USP14,False,cytoplasm;membrane;plasma_membrane,cytoplasm,cytoplasm,True,True,True
DUB|P54578|Q9H6Z9,DUB|P54578,DUB,P54578,Q9H6Z9,USP14,EGLN3,USP,0,neg2x_initial_degree_matched,,USP14,EGLN3,EGLN3|USP14,False,cytoplasm;membrane;plasma_membrane,cytoplasm;nucleus,cytoplasm,True,True,True
DUB|P54578|Q86YR5,DUB|P54578,DUB,P54578,Q86YR5,USP14,GPSM1,USP,0,neg2x_initial_degree_matched,,USP14,GPSM1,GPSM1|USP14,False,cytoplasm;membrane;plasma_membrane,cytoplasm;endoplasmic_reticulum;golgi;membrane;plasma_membrane,cytoplasm;membrane;plasma_membrane,True,True,True
DUB|P54578|P55212,DUB|P54578,DUB,P54578,P55212,USP14,CASP6,USP,0,neg2x_initial_degree_matched,,USP14,CASP6,CASP6|USP14,False,cytoplasm;membrane;plasma_membrane,cytoplasm;nucleus,cytoplasm,True,True,True
DUB|P54578|Q7Z569,DUB|P54578,DUB,P54578,Q7Z569,USP14,BRAP,USP,0,neg2x_initial_degree_matched,,USP14,BRAP,BRAP|USP14,False,cytoplasm;membrane;plasma_membrane,cytoplasm,cytoplasm,True,True,True
DUB|P54578|Q07812,DUB|P54578,DUB,P54578,Q07812,USP14,BAX,USP,0,neg2x_initial_degree_matched,,USP14,BAX,BAX|USP14,False,cytoplasm;membrane;plasma_membrane,cytoplasm;membrane;mitochondrion;nucleus,cytoplasm;membrane,True,True,True
DUB|P54578|P16949,DUB|P54578,DUB,P54578,P16949,USP14,STMN1,USP,0,neg2x_initial_degree_matched,,USP14,STMN1,STMN1|USP14,False,cytoplasm;membrane;plasma_membrane,cytoplasm;cytoskeleton,cytoplasm,True,True,True
DUB|P54578|Q92547,DUB|P54578,DUB,P54578,Q92547,USP14,TOPBP1,USP,0,neg2x_initial_degree_matched,,USP14,TOPBP1,TOPBP1|USP14,False,cytoplasm;membrane;plasma_membrane,cytoplasm;cytoskeleton;nucleus,cytoplasm,True,True,True
DUB|P54578|Q9ULZ3,DUB|P54578,DUB,P54578,Q9ULZ3,USP14,PYCARD,USP,0,neg2x_initial_degree_matched,,USP14,PYCARD,PYCARD|USP14,False,cytoplasm;membrane;plasma_membrane,cytoplasm;endoplasmic_reticulum;golgi;membrane;mitochondrion;nucleus,cytoplasm;membrane,True,True,True
DUB|P54578|Q8NEM0,DUB|P54578,DUB,P54578,Q8NEM0,USP14,MCPH1,USP,0,neg2x_initial_degree_matched,,USP14,MCPH1,MCPH1|USP14,False,cytoplasm;membrane;plasma_membrane,cytoplasm;cytoskeleton,cytoplasm,True,True,True
DUB|P54578|Q01844,DUB|P54578,DUB,P54578,Q01844,USP14,EWSR1,USP,0,neg2x_initial_degree_matched,,USP14,EWSR1,EWSR1|USP14,False,cytoplasm;membrane;plasma_membrane,cytoplasm;membrane;nucleus;plasma_membrane,cytoplasm;membrane;plasma_membrane,True,True,True
DUB|P54578|Q07820,DUB|P54578,DUB,P54578,Q07820,USP14,MCL1,USP,0,neg2x_initial_degree_matched,,USP14,MCL1,MCL1|USP14,False,cytoplasm;membrane;plasma_membrane,cytoplasm;membrane;mitochondrion;nucleus,cytoplasm;membrane,True,True,True
DUB|P54578|P51955,DUB|P54578,DUB,P54578,P51955,USP14,NEK2,USP,0,neg2x_initial_degree_matched,,USP14,NEK2,NEK2|USP14,False,cytoplasm;membrane;plasma_membrane,cytoplasm;cytoskeleton;nucleus,cytoplasm,True,True,True
DUB|P54578|P06746,DUB|P54578,DUB,P54578,P06746,USP14,POLB,USP,0,neg2x_initial_degree_matched,,USP14,POLB,POLB|USP14,False,cytoplasm;membrane;plasma_membrane,cytoplasm;nucleus,cytoplasm,True,True,True
DUB|P54578|Q92783,DUB|P54578,DUB,P54578,Q92783,USP14,STAM,USP,0,neg2x_initial_degree_matched,,USP14,STAM,STAM|USP14,False,cytoplasm;membrane;plasma_membrane,cytoplasm;endosome;membrane,cytoplasm;membrane,True,True,True
DUB|P54578|Q06609,DUB|P54578,DUB,P54578,Q06609,USP14,RAD51,USP,0,neg2x_initial_degree_matched,,USP14,RAD51,RAD51|USP14,False,cytoplasm;membrane;plasma_membrane,cytoplasm;cytoskeleton;mitochondrion;nucleus,cytoplasm,True,True,True
DUB|P54578|P19838,DUB|P54578,DUB,P54578,P19838,USP14,NFKB1,USP,0,neg2x_initial_degree_matched,,USP14,NFKB1,NFKB1|USP14,False,cytoplasm;membrane;plasma_membrane,cytoplasm;nucleus,cytoplasm,True,True,True
DUB|P54578|P13569,DUB|P54578,DUB,P54578,P13569,USP14,CFTR,USP,0,neg2x_initial_degree_matched,,USP14,CFTR,CFTR|USP14,False,cytoplasm;membrane;plasma_membrane,endoplasmic_reticulum;endosome;membrane;nucleus;plasma_membrane,membrane;plasma_membrane,True,True,True
DUB|P54578|O95760,DUB|P54578,DUB,P54578,O95760,USP14,IL33,USP,0,neg2x_initial_degree_matched,,USP14,IL33,IL33|USP14,False,cytoplasm;membrane;plasma_membrane,cytoplasm;extracellular;nucleus;vesicle,cytoplasm,True,True,True
DUB|P54578|P04234,DUB|P54578,DUB,P54578,P04234,USP14,CD3D,USP,0,neg2x_initial_degree_matched,,USP14,CD3D,CD3D|USP14,False,cytoplasm;membrane;plasma_membrane,membrane;plasma_membrane,membrane;plasma_membrane,True,True,True
DUB|P54578|Q16828,DUB|P54578,DUB,P54578,Q16828,USP14,DUSP6,USP,0,neg2x_initial_degree_matched,,USP14,DUSP6,DUSP6|USP14,False,cytoplasm;membrane;plasma_membrane,cytoplasm,cytoplasm,True,True,True
DUB|P54578|P04626,DUB|P54578,DUB,P54578,P04626,USP14,ERBB2,USP,0,neg2x_initial_degree_matched,,USP14,ERBB2,ERBB2|USP14,False,cytoplasm;membrane;plasma_membrane,cytoplasm;endosome;membrane;nucleus;plasma_membrane,cytoplasm;membrane;plasma_membrane,True,True,True
DUB|P54578|Q02241,DUB|P54578,DUB,P54578,Q02241,USP14,KIF23,USP,0,neg2x_initial_degree_matched,,USP14,KIF23,KIF23|USP14,False,cytoplasm;membrane;plasma_membrane,cytoplasm;cytoskeleton;nucleus,cytoplasm,True,True,True
DUB|P54578|O15554,DUB|P54578,DUB,P54578,O15554,USP14,KCNN4,USP,0,neg2x_initial_degree_matched,,USP14,KCNN4,KCNN4|USP14,False,cytoplasm;membrane;plasma_membrane,membrane;plasma_membrane,membrane;plasma_membrane,True,True,True
DUB|P54578|O75581,DUB|P54578,DUB,P54578,O75581,USP14,LRP6,USP,0,neg2x_initial_degree_matched,,USP14,LRP6,LRP6|USP14,False,cytoplasm;membrane;plasma_membrane,endoplasmic_reticulum;membrane;plasma_membrane,membrane;plasma_membrane,True,True,True
DUB|P62068|O43623,DUB|P62068,DUB,P62068,O43623,USP46,SNAI2,USP,0,neg2x_initial_degree_matched,,USP46,SNAI2,SNAI2|USP46,False,cytoplasm,cytoplasm;nucleus,cytoplasm,True,True,True
DUB|P62068|Q9NR09,DUB|P62068,DUB,P62068,Q9NR09,USP46,BIRC6,USP,0,neg2x_initial_degree_matched,,USP46,BIRC6,BIRC6|USP46,False,cytoplasm,cytoplasm;cytoskeleton;endosome;golgi;membrane,cytoplasm,True,True,True
DUB|P62068|O14641,DUB|P62068,DUB,P62068,O14641,USP46,DVL2,USP,0,neg2x_initial_degree_matched,,USP46,DVL2,DVL2|USP46,False,cytoplasm,cytoplasm;membrane;nucleus;plasma_membrane;vesicle,cytoplasm,True,True,True
DUB|P62068|Q9H257,DUB|P62068,DUB,P62068,Q9H257,USP46,CARD9,USP,0,neg2x_initial_degree_matched,,USP46,CARD9,CARD9|USP46,False,cytoplasm,cytoplasm,cytoplasm,True,True,True
DUB|P62068|P49407,DUB|P62068,DUB,P62068,P49407,USP46,ARRB1,USP,0,neg2x_initial_degree_matched,,USP46,ARRB1,ARRB1|USP46,False,cytoplasm,cytoplasm;membrane;nucleus;plasma_membrane;vesicle,cytoplasm,True,True,True
DUB|P62068|P06400,DUB|P62068,DUB,P62068,P06400,USP46,RB1,USP,0,neg2x_initial_degree_matched,,USP46,RB1,RB1|USP46,False,cytoplasm,cytoplasm;nucleus,cytoplasm,True,True,True
DUB|P62068|P35813,DUB|P62068,DUB,P62068,P35813,USP46,PPM1A,USP,0,neg2x_initial_degree_matched,,USP46,PPM1A,PPM1A|USP46,False,cytoplasm,cytoplasm;membrane;nucleus,cytoplasm,True,True,True
DUB|P62068|O95786,DUB|P62068,DUB,P62068,O95786,USP46,DDX58,USP,0,neg2x_initial_degree_matched,,USP46,DDX58,DDX58|USP46,False,cytoplasm,cell_junction;cytoplasm;cytoskeleton;membrane,cytoplasm,True,True,True
DUB|P62068|P19544,DUB|P62068,DUB,P62068,P19544,USP46,WT1,USP,0,neg2x_initial_degree_matched,,USP46,WT1,USP46|WT1,False,cytoplasm,cytoplasm;nucleus,cytoplasm,True,True,True
DUB|Q01804|P51610,DUB|Q01804,DUB,Q01804,P51610,OTUD4,HCFC1,OTU,0,neg2x_initial_degree_matched,,OTUD4,HCFC1,HCFC1|OTUD4,False,cytoplasm;nucleus,cytoplasm;endoplasmic_reticulum;nucleus,cytoplasm;nucleus,True,True,True
DUB|Q01804|Q12834,DUB|Q01804,DUB,Q01804,Q12834,OTUD4,CDC20,OTU,0,neg2x_initial_degree_matched,,OTUD4,CDC20,CDC20|OTUD4,False,cytoplasm;nucleus,cytoplasm;cytoskeleton;nucleus,cytoplasm;nucleus,True,True,True
DUB|Q0WX57|Q86YR5,DUB|Q0WX57,DUB,Q0WX57,Q86YR5,USP17L30,GPSM1,USP,0,neg2x_initial_degree_matched,,USP17L30,GPSM1,GPSM1|USP17L30,False,endoplasmic_reticulum;nucleus,cytoplasm;endoplasmic_reticulum;golgi;membrane;plasma_membrane,endoplasmic_reticulum,True,True,True
DUB|Q0WX57|P36888,DUB|Q0WX57,DUB,Q0WX57,P36888,USP17L30,FLT3,USP,0,neg2x_initial_degree_matched,,USP17L30,FLT3,FLT3|USP17L30,False,endoplasmic_reticulum;nucleus,endoplasmic_reticulum;membrane;plasma_membrane,endoplasmic_reticulum,True,True,True
DUB|Q0WX57|P78406,DUB|Q0WX57,DUB,Q0WX57,P78406,USP17L30,RAE1,USP,0,neg2x_initial_degree_matched,,USP17L30,RAE1,RAE1|USP17L30,False,endoplasmic_reticulum;nucleus,cytoplasm;cytoskeleton;nucleus,nucleus,True,True,True
DUB|Q0WX57|P19544,DUB|Q0WX57,DUB,Q0WX57,P19544,USP17L30,WT1,USP,0,neg2x_initial_degree_matched,,USP17L30,WT1,USP17L30|WT1,False,endoplasmic_reticulum;nucleus,cytoplasm;nucleus,nucleus,True,True,True
DUB|Q0WX57|Q96RU7,DUB|Q0WX57,DUB,Q0WX57,Q96RU7,USP17L30,TRIB3,USP,0,neg2x_initial_degree_matched,,USP17L30,TRIB3,TRIB3|USP17L30,False,endoplasmic_reticulum;nucleus,nucleus,nucleus,True,True,True
DUB|Q0WX57|Q15910,DUB|Q0WX57,DUB,Q0WX57,Q15910,USP17L30,EZH2,USP,0,neg2x_initial_degree_matched,,USP17L30,EZH2,EZH2|USP17L30,False,endoplasmic_reticulum;nucleus,nucleus,nucleus,True,True,True
DUB|Q0WX57|P48431,DUB|Q0WX57,DUB,Q0WX57,P48431,USP17L30,SOX2,USP,0,neg2x_initial_degree_matched,,USP17L30,SOX2,SOX2|USP17L30,False,endoplasmic_reticulum;nucleus,cytoplasm;nucleus,nucleus,True,True,True
DUB|Q0WX57|Q96C12,DUB|Q0WX57,DUB,Q0WX57,Q96C12,USP17L30,ARMC5,USP,0,neg2x_initial_degree_matched,,USP17L30,ARMC5,ARMC5|USP17L30,False,endoplasmic_reticulum;nucleus,cytoplasm;nucleus,nucleus,True,True,True
DUB|Q0WX57|O43684,DUB|Q0WX57,DUB,Q0WX57,O43684,USP17L30,BUB3,USP,0,neg2x_initial_degree_matched,,USP17L30,BUB3,BUB3|USP17L30,False,endoplasmic_reticulum;nucleus,nucleus,nucleus,True,True,True
DUB|Q13107|Q9Y4H2,DUB|Q13107,DUB,Q13107,Q9Y4H2,USP4,IRS2,USP,0,neg2x_initial_degree_matched,,USP4,IRS2,IRS2|USP4,False,cytoplasm;nucleus,cytoplasm,cytoplasm,True,True,True
DUB|Q13107|Q07812,DUB|Q13107,DUB,Q13107,Q07812,USP4,BAX,USP,0,neg2x_initial_degree_matched,,USP4,BAX,BAX|USP4,False,cytoplasm;nucleus,cytoplasm;membrane;mitochondrion;nucleus,cytoplasm;nucleus,True,True,True
DUB|Q13107|P08253,DUB|Q13107,DUB,Q13107,P08253,USP4,MMP2,USP,0,neg2x_initial_degree_matched,,USP4,MMP2,MMP2|USP4,False,cytoplasm;nucleus,cytoplasm;extracellular;membrane;mitochondrion;nucleus,cytoplasm;nucleus,True,True,True
DUB|Q13107|P59044,DUB|Q13107,DUB,Q13107,P59044,USP4,NLRP6,USP,0,neg2x_initial_degree_matched,,USP4,NLRP6,NLRP6|USP4,False,cytoplasm;nucleus,cytoplasm;membrane;nucleus;plasma_membrane,cytoplasm;nucleus,True,True,True
DUB|Q13107|Q96C12,DUB|Q13107,DUB,Q13107,Q96C12,USP4,ARMC5,USP,0,neg2x_initial_degree_matched,,USP4,ARMC5,ARMC5|USP4,False,cytoplasm;nucleus,cytoplasm;nucleus,cytoplasm;nucleus,True,True,True
DUB|Q13107|Q9Y6K9,DUB|Q13107,DUB,Q13107,Q9Y6K9,USP4,IKBKG,USP,0,neg2x_initial_degree_matched,,USP4,IKBKG,IKBKG|USP4,False,cytoplasm;nucleus,cytoplasm;nucleus,cytoplasm;nucleus,True,True,True
