pair_id,group_id,enzyme_class,enz_ac,sub_ac,enz_gene,sub_gene,enzyme_type,label,source,pmid,enz_gene_norm,sub_gene_norm,gene_pair_key,ppi_physical_flag
E3|Q13489|P55060,E3|Q13489,E3,Q13489,P55060,BIRC3,CSE1L,RING,0,neg2x_initial_degree_matched,,BIRC3,CSE1L,BIRC3|CSE1L,True
E3|Q13489|P35637,E3|Q13489,E3,Q13489,P35637,BIRC3,FUS,RING,0,neg2x_initial_degree_matched,,BIRC3,FUS,BIRC3|FUS,True
E3|Q13489|P19838,E3|Q13489,E3,Q13489,P19838,BIRC3,NFKB1,RING,0,neg2x_initial_degree_matched,,BIRC3,NFKB1,BIRC3|NFKB1,True
E3|Q13489|Q8WZ42,E3|Q13489,E3,Q13489,Q8WZ42,BIRC3,TTN,RING,0,neg2x_initial_degree_matched,,BIRC3,TTN,BIRC3|TTN,True
E3|Q13490|P23497,E3|Q13490,E3,Q13490,P23497,BIRC2,SP100,RING,0,neg2x_initial_degree_matched,,BIRC2,SP100,BIRC2|SP100,True
E3|Q14145|Q04725,E3|Q14145,E3,Q14145,Q04725,KEAP1,TLE2,BTB_3,0,neg2x_initial_degree_matched,,KEAP1,TLE2,KEAP1|TLE2,True
E3|Q14145|Q09472,E3|Q14145,E3,Q14145,Q09472,KEAP1,EP300,BTB_3,0,neg2x_initial_degree_matched,,KEAP1,EP300,EP300|KEAP1,True
E3|Q14145|Q16637,E3|Q14145,E3,Q14145,Q16637,KEAP1,SMN1,BTB_3,0,neg2x_initial_degree_matched,,KEAP1,SMN1,KEAP1|SMN1,True
E3|Q14258|Q01196,E3|Q14258,E3,Q14258,Q01196,TRIM25,RUNX1,RING,0,neg2x_initial_degree_matched,,TRIM25,RUNX1,RUNX1|TRIM25,True
E3|Q14258|Q14643,E3|Q14258,E3,Q14258,Q14643,TRIM25,ITPR1,RING,0,neg2x_initial_degree_matched,,TRIM25,ITPR1,ITPR1|TRIM25,True
E3|Q14258|O75909,E3|Q14258,E3,Q14258,O75909,TRIM25,CCNK,RING,0,neg2x_initial_degree_matched,,TRIM25,CCNK,CCNK|TRIM25,True
E3|Q14258|P11021,E3|Q14258,E3,Q14258,P11021,TRIM25,HSPA5,RING,0,neg2x_initial_degree_matched,,TRIM25,HSPA5,HSPA5|TRIM25,True
E3|Q14258|O15169,E3|Q14258,E3,Q14258,O15169,TRIM25,AXIN1,RING,0,neg2x_initial_degree_matched,,TRIM25,AXIN1,AXIN1|TRIM25,True
E3|Q14258|P49841,E3|Q14258,E3,Q14258,P49841,TRIM25,GSK3B,RING,0,neg2x_initial_degree_matched,,TRIM25,GSK3B,GSK3B|TRIM25,True
E3|Q5T6F0|Q9HAW4,E3|Q5T6F0,E3,Q5T6F0,Q9HAW4,DCAF12,CLSPN,DWD,0,neg2x_initial_degree_matched,,DCAF12,CLSPN,CLSPN|DCAF12,True
E3|Q5U5Q3|P11021,E3|Q5U5Q3,E3,Q5U5Q3,P11021,MEX3C,HSPA5,RING,0,neg2x_initial_degree_matched,,MEX3C,HSPA5,HSPA5|MEX3C,True
E3|Q5VTR2|P15927,E3|Q5VTR2,E3,Q5VTR2,P15927,RNF20,RPA2,RING,0,neg2x_initial_degree_matched,,RNF20,RPA2,RNF20|RPA2,True
E3|Q5XPI4|Q9Y2K6,E3|Q5XPI4,E3,Q5XPI4,Q9Y2K6,RNF123,USP20,RING,0,neg2x_initial_degree_matched,,RNF123,USP20,RNF123|USP20,True
E3|Q5XUX0|Q9UM11,E3|Q5XUX0,E3,Q5XUX0,Q9UM11,FBXO31,FZR1,F-box,0,neg2x_initial_degree_matched,,FBXO31,FZR1,FBXO31|FZR1,True
E3|Q7L5Y6|Q13950,E3|Q7L5Y6,E3,Q7L5Y6,Q13950,DET1,RUNX2,Other,0,neg2x_initial_degree_matched,,DET1,RUNX2,DET1|RUNX2,True
E3|Q7L5Y6|Q00987,E3|Q7L5Y6,E3,Q7L5Y6,Q00987,DET1,MDM2,Other,0,neg2x_initial_degree_matched,,DET1,MDM2,DET1|MDM2,True
E3|Q7Z6E9|Q16630,E3|Q7Z6E9,E3,Q7Z6E9,Q16630,RBBP6,CPSF6,RING,0,neg2x_initial_degree_matched,,RBBP6,CPSF6,CPSF6|RBBP6,True
E3|Q7Z6J0|P98174,E3|Q7Z6J0,E3,Q7Z6J0,P98174,SH3RF1,FGD1,RING,0,neg2x_initial_degree_matched,,SH3RF1,FGD1,FGD1|SH3RF1,True
E3|Q7Z6Z7|P19784,E3|Q7Z6Z7,E3,Q7Z6Z7,P19784,HUWE1,CSNK2A2,HECT,0,neg2x_initial_degree_matched,,HUWE1,CSNK2A2,CSNK2A2|HUWE1,True
E3|Q7Z6Z7|P55036,E3|Q7Z6Z7,E3,Q7Z6Z7,P55036,HUWE1,PSMD4,HECT,0,neg2x_initial_degree_matched,,HUWE1,PSMD4,HUWE1|PSMD4,True
E3|Q7Z6Z7|P68363,E3|Q7Z6Z7,E3,Q7Z6Z7,P68363,HUWE1,TUBA1B,HECT,0,neg2x_initial_degree_matched,,HUWE1,TUBA1B,HUWE1|TUBA1B,True
E3|Q7Z6Z7|P16949,E3|Q7Z6Z7,E3,Q7Z6Z7,P16949,HUWE1,STMN1,HECT,0,neg2x_initial_degree_matched,,HUWE1,STMN1,HUWE1|STMN1,True
E3|Q7Z6Z7|P63000,E3|Q7Z6Z7,E3,Q7Z6Z7,P63000,HUWE1,RAC1,HECT,0,neg2x_initial_degree_matched,,HUWE1,RAC1,HUWE1|RAC1,True
E3|Q7Z6Z7|P36888,E3|Q7Z6Z7,E3,Q7Z6Z7,P36888,HUWE1,FLT3,HECT,0,neg2x_initial_degree_matched,,HUWE1,FLT3,FLT3|HUWE1,True
E3|Q7Z6Z7|Q16186,E3|Q7Z6Z7,E3,Q7Z6Z7,Q16186,HUWE1,ADRM1,HECT,0,neg2x_initial_degree_matched,,HUWE1,ADRM1,ADRM1|HUWE1,True
E3|Q7Z6Z7|Q99755,E3|Q7Z6Z7,E3,Q7Z6Z7,Q99755,HUWE1,PIP5K1A,HECT,0,neg2x_initial_degree_matched,,HUWE1,PIP5K1A,HUWE1|PIP5K1A,True
E3|Q7Z6Z7|P07355,E3|Q7Z6Z7,E3,Q7Z6Z7,P07355,HUWE1,ANXA2,HECT,0,neg2x_initial_degree_matched,,HUWE1,ANXA2,ANXA2|HUWE1,True
E3|Q7Z6Z7|O60343,E3|Q7Z6Z7,E3,Q7Z6Z7,O60343,HUWE1,TBC1D4,HECT,0,neg2x_initial_degree_matched,,HUWE1,TBC1D4,HUWE1|TBC1D4,True
E3|Q7Z6Z7|P05771,E3|Q7Z6Z7,E3,Q7Z6Z7,P05771,HUWE1,PRKCB,HECT,0,neg2x_initial_degree_matched,,HUWE1,PRKCB,HUWE1|PRKCB,True
E3|Q7Z6Z7|Q12906,E3|Q7Z6Z7,E3,Q7Z6Z7,Q12906,HUWE1,ILF3,HECT,0,neg2x_initial_degree_matched,,HUWE1,ILF3,HUWE1|ILF3,True
E3|Q7Z6Z7|P11021,E3|Q7Z6Z7,E3,Q7Z6Z7,P11021,HUWE1,HSPA5,HECT,0,neg2x_initial_degree_matched,,HUWE1,HSPA5,HSPA5|HUWE1,True
E3|Q7Z6Z7|Q00987,E3|Q7Z6Z7,E3,Q7Z6Z7,Q00987,HUWE1,MDM2,HECT,0,neg2x_initial_degree_matched,,HUWE1,MDM2,HUWE1|MDM2,True
E3|Q7Z6Z7|O14579,E3|Q7Z6Z7,E3,Q7Z6Z7,O14579,HUWE1,COPE,HECT,0,neg2x_initial_degree_matched,,HUWE1,COPE,COPE|HUWE1,True
E3|Q7Z6Z7|P34897,E3|Q7Z6Z7,E3,Q7Z6Z7,P34897,HUWE1,SHMT2,HECT,0,neg2x_initial_degree_matched,,HUWE1,SHMT2,HUWE1|SHMT2,True
E3|Q7Z6Z7|P50991,E3|Q7Z6Z7,E3,Q7Z6Z7,P50991,HUWE1,CCT4,HECT,0,neg2x_initial_degree_matched,,HUWE1,CCT4,CCT4|HUWE1,True
E3|Q8IUQ4|O95817,E3|Q8IUQ4,E3,Q8IUQ4,O95817,SIAH1,BAG3,RING,0,neg2x_initial_degree_matched,,SIAH1,BAG3,BAG3|SIAH1,True
E3|Q8IUQ4|Q9BUZ4,E3|Q8IUQ4,E3,Q8IUQ4,Q9BUZ4,SIAH1,TRAF4,RING,0,neg2x_initial_degree_matched,,SIAH1,TRAF4,SIAH1|TRAF4,True
E3|Q8IYW5|Q969T9,E3|Q8IYW5,E3,Q8IYW5,Q969T9,RNF168,WBP2,RING,0,neg2x_initial_degree_matched,,RNF168,WBP2,RNF168|WBP2,True
E3|Q8N448|Q8WY64,E3|Q8N448,E3,Q8N448,Q8WY64,LNX2,MYLIP,RING,0,neg2x_initial_degree_matched,,LNX2,MYLIP,LNX2|MYLIP,True
E3|Q8NC42|Q9NV92,E3|Q8NC42,E3,Q8NC42,Q9NV92,RNF149,NDFIP2,RING,0,neg2x_initial_degree_matched,,RNF149,NDFIP2,NDFIP2|RNF149,True
E3|Q8NG27|P50579,E3|Q8NG27,E3,Q8NG27,P50579,PJA1,METAP2,RING,0,neg2x_initial_degree_matched,,PJA1,METAP2,METAP2|PJA1,True
E3|Q8TBB1|Q00987,E3|Q8TBB1,E3,Q8TBB1,Q00987,LNX1,MDM2,RING,0,neg2x_initial_degree_matched,,LNX1,MDM2,LNX1|MDM2,True
E3|Q969H0|Q9NQB0,E3|Q969H0,E3,Q969H0,Q9NQB0,FBXW7,TCF7L2,F-box,0,neg2x_initial_degree_matched,,FBXW7,TCF7L2,FBXW7|TCF7L2,True
E3|Q969H0|Q6UVJ0,E3|Q969H0,E3,Q969H0,Q6UVJ0,FBXW7,SASS6,F-box,0,neg2x_initial_degree_matched,,FBXW7,SASS6,FBXW7|SASS6,True
E3|Q969H0|Q96FW1,E3|Q969H0,E3,Q969H0,Q96FW1,FBXW7,OTUB1,F-box,0,neg2x_initial_degree_matched,,FBXW7,OTUB1,FBXW7|OTUB1,True
E3|Q969H0|Q96ST3,E3|Q969H0,E3,Q969H0,Q96ST3,FBXW7,SIN3A,F-box,0,neg2x_initial_degree_matched,,FBXW7,SIN3A,FBXW7|SIN3A,True
E3|Q969H0|Q92630,E3|Q969H0,E3,Q969H0,Q92630,FBXW7,DYRK2,F-box,0,neg2x_initial_degree_matched,,FBXW7,DYRK2,DYRK2|FBXW7,True
E3|Q969H0|Q96QK1,E3|Q969H0,E3,Q969H0,Q96QK1,FBXW7,VPS35,F-box,0,neg2x_initial_degree_matched,,FBXW7,VPS35,FBXW7|VPS35,True
E3|Q969H0|P26358,E3|Q969H0,E3,Q969H0,P26358,FBXW7,DNMT1,F-box,0,neg2x_initial_degree_matched,,FBXW7,DNMT1,DNMT1|FBXW7,True
E3|Q969H0|Q09666,E3|Q969H0,E3,Q969H0,Q09666,FBXW7,AHNAK,F-box,0,neg2x_initial_degree_matched,,FBXW7,AHNAK,AHNAK|FBXW7,True
E3|Q969H0|Q7Z6Z7,E3|Q969H0,E3,Q969H0,Q7Z6Z7,FBXW7,HUWE1,F-box,0,neg2x_initial_degree_matched,,FBXW7,HUWE1,FBXW7|HUWE1,True
E3|Q969H0|Q9UHD2,E3|Q969H0,E3,Q969H0,Q9UHD2,FBXW7,TBK1,F-box,0,neg2x_initial_degree_matched,,FBXW7,TBK1,FBXW7|TBK1,True
E3|Q969H0|P19474,E3|Q969H0,E3,Q969H0,P19474,FBXW7,TRIM21,F-box,0,neg2x_initial_degree_matched,,FBXW7,TRIM21,FBXW7|TRIM21,True
E3|Q969Q1|Q5BJF6,E3|Q969Q1,E3,Q969Q1,Q5BJF6,TRIM63,ODF2,RING,0,neg2x_initial_degree_matched,,TRIM63,ODF2,ODF2|TRIM63,True
E3|Q96J02|P63000,E3|Q96J02,E3,Q96J02,P63000,ITCH,RAC1,HECT,0,neg2x_initial_degree_matched,,ITCH,RAC1,ITCH|RAC1,True
E3|Q96J02|O15431,E3|Q96J02,E3,Q96J02,O15431,ITCH,SLC31A1,HECT,0,neg2x_initial_degree_matched,,ITCH,SLC31A1,ITCH|SLC31A1,True
E3|Q96J02|P31947,E3|Q96J02,E3,Q96J02,P31947,ITCH,SFN,HECT,0,neg2x_initial_degree_matched,,ITCH,SFN,ITCH|SFN,True
E3|Q96J02|P24928,E3|Q96J02,E3,Q96J02,P24928,ITCH,POLR2A,HECT,0,neg2x_initial_degree_matched,,ITCH,POLR2A,ITCH|POLR2A,True
E3|Q96PU5|P11021,E3|Q96PU5,E3,Q96PU5,P11021,NEDD4L,HSPA5,HECT,0,neg2x_initial_degree_matched,,NEDD4L,HSPA5,HSPA5|NEDD4L,True
E3|Q96PU5|Q5T7V8,E3|Q96PU5,E3,Q96PU5,Q5T7V8,NEDD4L,GORAB,HECT,0,neg2x_initial_degree_matched,,NEDD4L,GORAB,GORAB|NEDD4L,True
E3|Q96PU5|Q9Y2U5,E3|Q96PU5,E3,Q96PU5,Q9Y2U5,NEDD4L,MAP3K2,HECT,0,neg2x_initial_degree_matched,,NEDD4L,MAP3K2,MAP3K2|NEDD4L,True
E3|Q96PU5|Q569H4,E3|Q96PU5,E3,Q96PU5,Q569H4,NEDD4L,PRR16,HECT,0,neg2x_initial_degree_matched,,NEDD4L,PRR16,NEDD4L|PRR16,True
E3|Q96PU5|P00533,E3|Q96PU5,E3,Q96PU5,P00533,NEDD4L,EGFR,HECT,0,neg2x_initial_degree_matched,,NEDD4L,EGFR,EGFR|NEDD4L,True
E3|Q96PU5|Q13887,E3|Q96PU5,E3,Q96PU5,Q13887,NEDD4L,KLF5,HECT,0,neg2x_initial_degree_matched,,NEDD4L,KLF5,KLF5|NEDD4L,True
E3|Q96T88|Q13263,E3|Q96T88,E3,Q96T88,Q13263,UHRF1,TRIM28,RING,0,neg2x_initial_degree_matched,,UHRF1,TRIM28,TRIM28|UHRF1,True
E3|Q99728|P49585,E3|Q99728,E3,Q99728,P49585,BARD1,PCYT1A,RING,0,neg2x_initial_degree_matched,,BARD1,PCYT1A,BARD1|PCYT1A,True
E3|Q9BYM8|Q9H8M7,E3|Q9BYM8,E3,Q9BYM8,Q9H8M7,RBCK1,FAM188A,RING,0,neg2x_initial_degree_matched,,RBCK1,FAM188A,FAM188A|RBCK1,True
E3|Q9BZR9|Q9C026,E3|Q9BZR9,E3,Q9BZR9,Q9C026,TRIM8,TRIM9,RING,0,neg2x_initial_degree_matched,,TRIM8,TRIM9,TRIM8|TRIM9,True
E3|Q9C029|P11021,E3|Q9C029,E3,Q9C029,P11021,TRIM7,HSPA5,RING,0,neg2x_initial_degree_matched,,TRIM7,HSPA5,HSPA5|TRIM7,True
E3|Q9C037|Q9GZV5,E3|Q9C037,E3,Q9C037,Q9GZV5,TRIM4,WWTR1,RING,0,neg2x_initial_degree_matched,,TRIM4,WWTR1,TRIM4|WWTR1,True
E3|Q9C0C9|Q14444,E3|Q9C0C9,E3,Q9C0C9,Q14444,UBE2O,CAPRIN1,Other,0,neg2x_initial_degree_matched,,UBE2O,CAPRIN1,CAPRIN1|UBE2O,True
E3|Q9H0M0|P11686,E3|Q9H0M0,E3,Q9H0M0,P11686,WWP1,SFTPC,HECT,0,neg2x_initial_degree_matched,,WWP1,SFTPC,SFTPC|WWP1,True
E3|Q9H0M0|P61077,E3|Q9H0M0,E3,Q9H0M0,P61077,WWP1,UBE2D3,HECT,0,neg2x_initial_degree_matched,,WWP1,UBE2D3,UBE2D3|WWP1,True
E3|Q9HAU4|P51668,E3|Q9HAU4,E3,Q9HAU4,P51668,SMURF2,UBE2D1,HECT,0,neg2x_initial_degree_matched,,SMURF2,UBE2D1,SMURF2|UBE2D1,True
E3|Q9HAU4|O95835,E3|Q9HAU4,E3,Q9HAU4,O95835,SMURF2,LATS1,HECT,0,neg2x_initial_degree_matched,,SMURF2,LATS1,LATS1|SMURF2,True
E3|Q9HCE7|P21333,E3|Q9HCE7,E3,Q9HCE7,P21333,SMURF1,FLNA,HECT,0,neg2x_initial_degree_matched,,SMURF1,FLNA,FLNA|SMURF1,True
E3|Q9HCE7|P42224,E3|Q9HCE7,E3,Q9HCE7,P42224,SMURF1,STAT1,HECT,0,neg2x_initial_degree_matched,,SMURF1,STAT1,SMURF1|STAT1,True
E3|Q9HCE7|Q9BT67,E3|Q9HCE7,E3,Q9HCE7,Q9BT67,SMURF1,NDFIP1,HECT,0,neg2x_initial_degree_matched,,SMURF1,NDFIP1,NDFIP1|SMURF1,True
E3|Q9HCE7|P17275,E3|Q9HCE7,E3,Q9HCE7,P17275,SMURF1,JUNB,HECT,0,neg2x_initial_degree_matched,,SMURF1,JUNB,JUNB|SMURF1,True
E3|Q9HCE7|P50991,E3|Q9HCE7,E3,Q9HCE7,P50991,SMURF1,CCT4,HECT,0,neg2x_initial_degree_matched,,SMURF1,CCT4,CCT4|SMURF1,True
E3|Q9HCE7|P00533,E3|Q9HCE7,E3,Q9HCE7,P00533,SMURF1,EGFR,HECT,0,neg2x_initial_degree_matched,,SMURF1,EGFR,EGFR|SMURF1,True
E3|Q9HCE7|Q9BQ95,E3|Q9HCE7,E3,Q9HCE7,Q9BQ95,SMURF1,ECSIT,HECT,0,neg2x_initial_degree_matched,,SMURF1,ECSIT,ECSIT|SMURF1,True
E3|Q9HCE7|O15294,E3|Q9HCE7,E3,Q9HCE7,O15294,SMURF1,OGT,HECT,0,neg2x_initial_degree_matched,,SMURF1,OGT,OGT|SMURF1,True
E3|Q9HCE7|Q16630,E3|Q9HCE7,E3,Q9HCE7,Q16630,SMURF1,CPSF6,HECT,0,neg2x_initial_degree_matched,,SMURF1,CPSF6,CPSF6|SMURF1,True
E3|Q9HCE7|P11142,E3|Q9HCE7,E3,Q9HCE7,P11142,SMURF1,HSPA8,HECT,0,neg2x_initial_degree_matched,,SMURF1,HSPA8,HSPA8|SMURF1,True
E3|Q9HCE7|P08107,E3|Q9HCE7,E3,Q9HCE7,P08107,SMURF1,HSPA1A,HECT,0,neg2x_initial_degree_matched,,SMURF1,HSPA1A,HSPA1A|SMURF1,True
E3|Q9HCE7|P07437,E3|Q9HCE7,E3,Q9HCE7,P07437,SMURF1,TUBB,HECT,0,neg2x_initial_degree_matched,,SMURF1,TUBB,SMURF1|TUBB,True
E3|Q9HCE7|Q13761,E3|Q9HCE7,E3,Q9HCE7,Q13761,SMURF1,RUNX3,HECT,0,neg2x_initial_degree_matched,,SMURF1,RUNX3,RUNX3|SMURF1,True
E3|Q9HCE7|P19338,E3|Q9HCE7,E3,Q9HCE7,P19338,SMURF1,NCL,HECT,0,neg2x_initial_degree_matched,,SMURF1,NCL,NCL|SMURF1,True
E3|Q9HCE7|Q9Y4E8,E3|Q9HCE7,E3,Q9HCE7,Q9Y4E8,SMURF1,USP15,HECT,0,neg2x_initial_degree_matched,,SMURF1,USP15,SMURF1|USP15,True
E3|Q9HCE7|P68036,E3|Q9HCE7,E3,Q9HCE7,P68036,SMURF1,UBE2L3,HECT,0,neg2x_initial_degree_matched,,SMURF1,UBE2L3,SMURF1|UBE2L3,True
E3|Q9HCE7|Q13601,E3|Q9HCE7,E3,Q9HCE7,Q13601,SMURF1,KRR1,HECT,0,neg2x_initial_degree_matched,,SMURF1,KRR1,KRR1|SMURF1,True
E3|Q9HCE7|Q9P219,E3|Q9HCE7,E3,Q9HCE7,Q9P219,SMURF1,CCDC88C,HECT,0,neg2x_initial_degree_matched,,SMURF1,CCDC88C,CCDC88C|SMURF1,True
E3|Q9NS91|P52789,E3|Q9NS91,E3,Q9NS91,P52789,RAD18,HK2,RING,0,neg2x_initial_degree_matched,,RAD18,HK2,HK2|RAD18,True
E3|Q9UBS8|P15923,E3|Q9UBS8,E3,Q9UBS8,P15923,RNF14,TCF3,RING,0,neg2x_initial_degree_matched,,RNF14,TCF3,RNF14|TCF3,True
E3|Q9UHC7|P11388,E3|Q9UHC7,E3,Q9UHC7,P11388,MKRN1,TOP2A,RING,0,neg2x_initial_degree_matched,,MKRN1,TOP2A,MKRN1|TOP2A,True
E3|Q9UHC7|Q6ZN17,E3|Q9UHC7,E3,Q9UHC7,Q6ZN17,MKRN1,LIN28B,RING,0,neg2x_initial_degree_matched,,MKRN1,LIN28B,LIN28B|MKRN1,True
E3|Q9UK22|P08069,E3|Q9UK22,E3,Q9UK22,P08069,FBXO2,IGF1R,Other,0,neg2x_initial_degree_matched,,FBXO2,IGF1R,FBXO2|IGF1R,True
E3|Q9UKB1|Q9C0C7,E3|Q9UKB1,E3,Q9UKB1,Q9C0C7,FBXW11,AMBRA1,F-box,0,neg2x_initial_degree_matched,,FBXW11,AMBRA1,AMBRA1|FBXW11,True
E3|Q9UKB1|P11940,E3|Q9UKB1,E3,Q9UKB1,P11940,FBXW11,PABPC1,F-box,0,neg2x_initial_degree_matched,,FBXW11,PABPC1,FBXW11|PABPC1,True
E3|Q9UKB1|O15294,E3|Q9UKB1,E3,Q9UKB1,O15294,FBXW11,OGT,F-box,0,neg2x_initial_degree_matched,,FBXW11,OGT,FBXW11|OGT,True
E3|Q9UKB1|P10071,E3|Q9UKB1,E3,Q9UKB1,P10071,FBXW11,GLI3,F-box,0,neg2x_initial_degree_matched,,FBXW11,GLI3,FBXW11|GLI3,True
E3|Q9ULV8|P61077,E3|Q9ULV8,E3,Q9ULV8,P61077,CBLC,UBE2D3,RING,0,neg2x_initial_degree_matched,,CBLC,UBE2D3,CBLC|UBE2D3,True
E3|Q9UM11|P78527,E3|Q9UM11,E3,Q9UM11,P78527,FZR1,PRKDC,CDC20,0,neg2x_initial_degree_matched,,FZR1,PRKDC,FZR1|PRKDC,True
E3|Q9UM11|Q9BVP2,E3|Q9UM11,E3,Q9UM11,Q9BVP2,FZR1,GNL3,CDC20,0,neg2x_initial_degree_matched,,FZR1,GNL3,FZR1|GNL3,True
E3|Q9UM11|Q14103,E3|Q9UM11,E3,Q9UM11,Q14103,FZR1,HNRNPD,CDC20,0,neg2x_initial_degree_matched,,FZR1,HNRNPD,FZR1|HNRNPD,True
E3|Q9UM11|Q9H211,E3|Q9UM11,E3,Q9UM11,Q9H211,FZR1,CDT1,CDC20,0,neg2x_initial_degree_matched,,FZR1,CDT1,CDT1|FZR1,True
E3|Q9UM11|P05412,E3|Q9UM11,E3,Q9UM11,P05412,FZR1,JUN,CDC20,0,neg2x_initial_degree_matched,,FZR1,JUN,FZR1|JUN,True
E3|Q9UM11|Q99497,E3|Q9UM11,E3,Q9UM11,Q99497,FZR1,PARK7,CDC20,0,neg2x_initial_degree_matched,,FZR1,PARK7,FZR1|PARK7,True
E3|Q9UM11|P54652,E3|Q9UM11,E3,Q9UM11,P54652,FZR1,HSPA2,CDC20,0,neg2x_initial_degree_matched,,FZR1,HSPA2,FZR1|HSPA2,True
E3|Q9UMS4|Q06124,E3|Q9UMS4,E3,Q9UMS4,Q06124,PRPF19,PTPN11,DWD,0,neg2x_initial_degree_matched,,PRPF19,PTPN11,PRPF19|PTPN11,True
E3|Q9UMS4|Q16666,E3|Q9UMS4,E3,Q9UMS4,Q16666,PRPF19,IFI16,DWD,0,neg2x_initial_degree_matched,,PRPF19,IFI16,IFI16|PRPF19,True
E3|Q9UNE7|Q96M98,E3|Q9UNE7,E3,Q9UNE7,Q96M98,STUB1,PACRG,UBOX,0,neg2x_initial_degree_matched,,STUB1,PACRG,PACRG|STUB1,True
E3|Q9UNE7|P27361,E3|Q9UNE7,E3,Q9UNE7,P27361,STUB1,MAPK3,UBOX,0,neg2x_initial_degree_matched,,STUB1,MAPK3,MAPK3|STUB1,True
E3|Q9UNE7|O60260,E3|Q9UNE7,E3,Q9UNE7,O60260,STUB1,PARK2,UBOX,0,neg2x_initial_degree_matched,,STUB1,PARK2,PARK2|STUB1,True
E3|Q9UNE7|P09874,E3|Q9UNE7,E3,Q9UNE7,P09874,STUB1,PARP1,UBOX,0,neg2x_initial_degree_matched,,STUB1,PARP1,PARP1|STUB1,True
E3|Q9UNE7|Q13422,E3|Q9UNE7,E3,Q9UNE7,Q13422,STUB1,IKZF1,UBOX,0,neg2x_initial_degree_matched,,STUB1,IKZF1,IKZF1|STUB1,True
E3|Q9UNE7|P46100,E3|Q9UNE7,E3,Q9UNE7,P46100,STUB1,ATRX,UBOX,0,neg2x_initial_degree_matched,,STUB1,ATRX,ATRX|STUB1,True
E3|Q9UNE7|Q9BYF1,E3|Q9UNE7,E3,Q9UNE7,Q9BYF1,STUB1,ACE2,UBOX,0,neg2x_initial_degree_matched,,STUB1,ACE2,ACE2|STUB1,True
E3|Q9UNE7|Q93009,E3|Q9UNE7,E3,Q9UNE7,Q93009,STUB1,USP7,UBOX,0,neg2x_initial_degree_matched,,STUB1,USP7,STUB1|USP7,True
E3|Q9UNE7|Q8IWX7,E3|Q9UNE7,E3,Q9UNE7,Q8IWX7,STUB1,UNC45B,UBOX,0,neg2x_initial_degree_matched,,STUB1,UNC45B,STUB1|UNC45B,True
E3|Q9UNE7|P21796,E3|Q9UNE7,E3,Q9UNE7,P21796,STUB1,VDAC1,UBOX,0,neg2x_initial_degree_matched,,STUB1,VDAC1,STUB1|VDAC1,True
E3|Q9UNE7|P46934,E3|Q9UNE7,E3,Q9UNE7,P46934,STUB1,NEDD4,UBOX,0,neg2x_initial_degree_matched,,STUB1,NEDD4,NEDD4|STUB1,True
E3|Q9UNE7|O60346,E3|Q9UNE7,E3,Q9UNE7,O60346,STUB1,PHLPP1,UBOX,0,neg2x_initial_degree_matched,,STUB1,PHLPP1,PHLPP1|STUB1,True
E3|Q9UNE7|P54652,E3|Q9UNE7,E3,Q9UNE7,P54652,STUB1,HSPA2,UBOX,0,neg2x_initial_degree_matched,,STUB1,HSPA2,HSPA2|STUB1,True
E3|Q9UNE7|P05067,E3|Q9UNE7,E3,Q9UNE7,P05067,STUB1,APP,UBOX,0,neg2x_initial_degree_matched,,STUB1,APP,APP|STUB1,True
E3|Q9UNE7|P19838,E3|Q9UNE7,E3,Q9UNE7,P19838,STUB1,NFKB1,UBOX,0,neg2x_initial_degree_matched,,STUB1,NFKB1,NFKB1|STUB1,True
E3|Q9UNE7|O94761,E3|Q9UNE7,E3,Q9UNE7,O94761,STUB1,RECQL4,UBOX,0,neg2x_initial_degree_matched,,STUB1,RECQL4,RECQL4|STUB1,True
E3|Q9UNE7|Q13158,E3|Q9UNE7,E3,Q9UNE7,Q13158,STUB1,FADD,UBOX,0,neg2x_initial_degree_matched,,STUB1,FADD,FADD|STUB1,True
E3|Q9Y297|Q9UPP1,E3|Q9Y297,E3,Q9Y297,Q9UPP1,BTRC,PHF8,F-box,0,neg2x_initial_degree_matched,,BTRC,PHF8,BTRC|PHF8,True
E3|Q9Y297|Q9Y4E8,E3|Q9Y297,E3,Q9Y297,Q9Y4E8,BTRC,USP15,F-box,0,neg2x_initial_degree_matched,,BTRC,USP15,BTRC|USP15,True
E3|Q9Y297|P08195,E3|Q9Y297,E3,Q9Y297,P08195,BTRC,SLC3A2,F-box,0,neg2x_initial_degree_matched,,BTRC,SLC3A2,BTRC|SLC3A2,True
E3|Q9Y297|P11021,E3|Q9Y297,E3,Q9Y297,P11021,BTRC,HSPA5,F-box,0,neg2x_initial_degree_matched,,BTRC,HSPA5,BTRC|HSPA5,True
E3|Q9Y297|Q8WWW0,E3|Q9Y297,E3,Q9Y297,Q8WWW0,BTRC,RASSF5,F-box,0,neg2x_initial_degree_matched,,BTRC,RASSF5,BTRC|RASSF5,True
E3|Q9Y297|P01857,E3|Q9Y297,E3,Q9Y297,P01857,BTRC,IGHG1,F-box,0,neg2x_initial_degree_matched,,BTRC,IGHG1,BTRC|IGHG1,True
