model,accession,status,length,per_sequence_dim,per_residue_shape,error
prot_bert,P16104,ok,143,1024,"(143, 1024)",
prot_bert,P16150,ok,400,1024,"(400, 1024)",
prot_bert,P16234,ok,1089,1024,"(1089, 1024)",
prot_bert,P16284,ok,738,1024,"(738, 1024)",
prot_bert,P16401,ok,226,1024,"(226, 1024)",
prot_bert,P16403,ok,213,1024,"(213, 1024)",
prot_bert,P16471,ok,622,1024,"(622, 1024)",
prot_bert,P16949,ok,149,1024,"(149, 1024)",
prot_bert,P17181,ok,557,1024,"(557, 1024)",
prot_bert,P17252,ok,672,1024,"(672, 1024)",
prot_bert,P17275,ok,347,1024,"(347, 1024)",
prot_bert,P17302,ok,382,1024,"(382, 1024)",
prot_bert,P17542,ok,331,1024,"(331, 1024)",
prot_bert,P17612,ok,351,1024,"(351, 1024)",
prot_bert,P17661,ok,470,1024,"(470, 1024)",
prot_bert,P17676,ok,345,1024,"(345, 1024)",
prot_bert,P17844,ok,614,1024,"(614, 1024)",
prot_bert,P17861,ok,261,1024,"(261, 1024)",
prot_bert,P17947,ok,270,1024,"(270, 1024)",
prot_bert,P17948,ok,1338,1024,"(1338, 1024)",
prot_bert,P18065,ok,325,1024,"(325, 1024)",
prot_bert,P18084,ok,799,1024,"(799, 1024)",
prot_bert,P18433,ok,802,1024,"(802, 1024)",
prot_bert,P18847,ok,181,1024,"(181, 1024)",
prot_bert,P18848,ok,351,1024,"(351, 1024)",
prot_bert,P18887,ok,633,1024,"(633, 1024)",
prot_bert,P19174,ok,1290,1024,"(1290, 1024)",
prot_bert,P19235,ok,508,1024,"(508, 1024)",
prot_bert,P19237,ok,187,1024,"(187, 1024)",
prot_bert,P19320,ok,739,1024,"(739, 1024)",
prot_bert,P19338,ok,710,1024,"(710, 1024)",
prot_bert,P19367,ok,917,1024,"(917, 1024)",
prot_bert,P19419,ok,428,1024,"(428, 1024)",
prot_bert,P19429,ok,210,1024,"(210, 1024)",
prot_bert,P19474,ok,475,1024,"(475, 1024)",
prot_bert,P19544,ok,449,1024,"(449, 1024)",
prot_bert,P19634,ok,815,1024,"(815, 1024)",
prot_bert,P19784,ok,350,1024,"(350, 1024)",
prot_bert,P19838,ok,968,1024,"(968, 1024)",
prot_bert,P20039,ok,266,1024,"(266, 1024)",
prot_bert,P20226,ok,339,1024,"(339, 1024)",
prot_bert,P20248,ok,432,1024,"(432, 1024)",
prot_bert,P20333,ok,461,1024,"(461, 1024)",
prot_bert,P20393,ok,614,1024,"(614, 1024)",
prot_bert,P20671,ok,130,1024,"(130, 1024)",
prot_bert,P20700,ok,586,1024,"(586, 1024)",
prot_bert,P20749,ok,454,1024,"(454, 1024)",
prot_bert,P20963,ok,164,1024,"(164, 1024)",
prot_bert,P21333,ok,2647,1024,"(2647, 1024)",
prot_bert,P21359,ok,2839,1024,"(2839, 1024)",
prot_bert,P21580,ok,790,1024,"(790, 1024)",
prot_bert,P21583,ok,273,1024,"(273, 1024)",
prot_bert,P21589,ok,574,1024,"(574, 1024)",
prot_bert,P21709,ok,976,1024,"(976, 1024)",
prot_bert,P21796,ok,283,1024,"(283, 1024)",
prot_bert,P21802,ok,821,1024,"(821, 1024)",
prot_bert,P21860,ok,1342,1024,"(1342, 1024)",
prot_bert,P21917,ok,419,1024,"(419, 1024)",
prot_bert,P22001,ok,575,1024,"(575, 1024)",
prot_bert,P22304,ok,550,1024,"(550, 1024)",
prot_bert,P22392,ok,152,1024,"(152, 1024)",
prot_bert,P22455,ok,802,1024,"(802, 1024)",
prot_bert,P22459,ok,653,1024,"(653, 1024)",
prot_bert,P22607,ok,806,1024,"(806, 1024)",
prot_bert,P22681,ok,906,1024,"(906, 1024)",
prot_bert,P22694,ok,351,1024,"(351, 1024)",
prot_bert,P22736,ok,598,1024,"(598, 1024)",
prot_bert,P23025,ok,273,1024,"(273, 1024)",
prot_bert,P23258,ok,451,1024,"(451, 1024)",
prot_bert,P23396,ok,243,1024,"(243, 1024)",
prot_bert,P23443,ok,525,1024,"(525, 1024)",
prot_bert,P23458,ok,1154,1024,"(1154, 1024)",
prot_bert,P23497,ok,879,1024,"(879, 1024)",
prot_bert,P23588,ok,611,1024,"(611, 1024)",
prot_bert,P23759,ok,505,1024,"(505, 1024)",
prot_bert,P23760,ok,479,1024,"(479, 1024)",
prot_bert,P23771,ok,443,1024,"(443, 1024)",
prot_bert,P23919,ok,212,1024,"(212, 1024)",
prot_bert,P23921,ok,792,1024,"(792, 1024)",
prot_bert,P24385,ok,295,1024,"(295, 1024)",
prot_bert,P24468,ok,414,1024,"(414, 1024)",
prot_bert,P24522,ok,165,1024,"(165, 1024)",
prot_bert,P24864,ok,410,1024,"(410, 1024)",
prot_bert,P24928,ok,1970,1024,"(1970, 1024)",
prot_bert,P24941,ok,298,1024,"(298, 1024)",
prot_bert,P25054,ok,2843,1024,"(2843, 1024)",
prot_bert,P25098,ok,689,1024,"(689, 1024)",
prot_bert,P25116,ok,425,1024,"(425, 1024)",
prot_bert,P25205,ok,808,1024,"(808, 1024)",
prot_bert,P25440,ok,801,1024,"(801, 1024)",
prot_bert,P25445,ok,335,1024,"(335, 1024)",
prot_bert,P25490,ok,414,1024,"(414, 1024)",
prot_bert,P25791,ok,158,1024,"(158, 1024)",
prot_bert,P25815,ok,95,1024,"(95, 1024)",
prot_bert,P25963,ok,317,1024,"(317, 1024)",
prot_bert,P26006,ok,1051,1024,"(1051, 1024)",
prot_bert,P26038,ok,577,1024,"(577, 1024)",
prot_bert,P26045,ok,913,1024,"(913, 1024)",
prot_bert,P26358,ok,1616,1024,"(1616, 1024)",
prot_bert,P26367,ok,422,1024,"(422, 1024)",
prot_bert,P26927,ok,711,1024,"(711, 1024)",
prot_bert,P26951,ok,378,1024,"(378, 1024)",
prot_bert,P27216,ok,316,1024,"(316, 1024)",
prot_bert,P27348,ok,245,1024,"(245, 1024)",
prot_bert,P27361,ok,379,1024,"(379, 1024)",
prot_bert,P27449,ok,155,1024,"(155, 1024)",
prot_bert,P27694,ok,616,1024,"(616, 1024)",
prot_bert,P27695,ok,318,1024,"(318, 1024)",
prot_bert,P27701,ok,267,1024,"(267, 1024)",
prot_bert,P27986,ok,724,1024,"(724, 1024)",
prot_bert,P28482,ok,360,1024,"(360, 1024)",
prot_bert,P28562,ok,367,1024,"(367, 1024)",
prot_bert,P28715,ok,1186,1024,"(1186, 1024)",
prot_bert,P28749,ok,1068,1024,"(1068, 1024)",
prot_bert,P29033,ok,226,1024,"(226, 1024)",
prot_bert,P29034,ok,98,1024,"(98, 1024)",
prot_bert,P29274,ok,412,1024,"(412, 1024)",
prot_bert,P29317,ok,976,1024,"(976, 1024)",
prot_bert,P29322,ok,1005,1024,"(1005, 1024)",
prot_bert,P29350,ok,595,1024,"(595, 1024)",
prot_bert,P29372,ok,298,1024,"(298, 1024)",
prot_bert,P29466,ok,404,1024,"(404, 1024)",
prot_bert,P29474,ok,1203,1024,"(1203, 1024)",
prot_bert,P29475,ok,1434,1024,"(1434, 1024)",
prot_bert,P29590,ok,882,1024,"(882, 1024)",
prot_bert,P29965,ok,261,1024,"(261, 1024)",
prot_bert,P30153,ok,589,1024,"(589, 1024)",
prot_bert,P30279,ok,289,1024,"(289, 1024)",
prot_bert,P30281,ok,292,1024,"(292, 1024)",
prot_bert,P30291,ok,646,1024,"(646, 1024)",
prot_bert,P30304,ok,524,1024,"(524, 1024)",
prot_bert,P30305,ok,580,1024,"(580, 1024)",
prot_bert,P30307,ok,473,1024,"(473, 1024)",
prot_bert,P30838,ok,453,1024,"(453, 1024)",
prot_bert,P31146,ok,461,1024,"(461, 1024)",
prot_bert,P31321,ok,381,1024,"(381, 1024)",
prot_bert,P31323,ok,418,1024,"(418, 1024)",
prot_bert,P31350,ok,389,1024,"(389, 1024)",
prot_bert,P31645,ok,630,1024,"(630, 1024)",
prot_bert,P31749,ok,480,1024,"(480, 1024)",
prot_bert,P31751,ok,481,1024,"(481, 1024)",
prot_bert,P31785,ok,369,1024,"(369, 1024)",
prot_bert,P31937,ok,336,1024,"(336, 1024)",
prot_bert,P31947,ok,248,1024,"(248, 1024)",
prot_bert,P31994,ok,310,1024,"(310, 1024)",
prot_bert,P32121,ok,409,1024,"(409, 1024)",
prot_bert,P32314,ok,431,1024,"(431, 1024)",
prot_bert,P32519,ok,619,1024,"(619, 1024)",
prot_bert,P33076,ok,1130,1024,"(1130, 1024)",
prot_bert,P33402,ok,732,1024,"(732, 1024)",
prot_bert,P33527,ok,1531,1024,"(1531, 1024)",
prot_bert,P33778,ok,126,1024,"(126, 1024)",
prot_bert,P33981,ok,857,1024,"(857, 1024)",
prot_bert,P33993,ok,719,1024,"(719, 1024)",
prot_bert,P34897,ok,504,1024,"(504, 1024)",
prot_bert,P34932,ok,840,1024,"(840, 1024)",
prot_bert,P35125,ok,1406,1024,"(1406, 1024)",
prot_bert,P35222,ok,781,1024,"(781, 1024)",
prot_bert,P35226,ok,326,1024,"(326, 1024)",
prot_bert,P35228,ok,1153,1024,"(1153, 1024)",
prot_bert,P35232,ok,272,1024,"(272, 1024)",
prot_bert,P35240,ok,595,1024,"(595, 1024)",
prot_bert,P35250,ok,354,1024,"(354, 1024)",
prot_bert,P35354,ok,604,1024,"(604, 1024)",
prot_bert,P35548,ok,267,1024,"(267, 1024)",
prot_bert,P35555,ok,2871,1024,"(2871, 1024)",
prot_bert,P35558,ok,622,1024,"(622, 1024)",
prot_bert,P35568,ok,1242,1024,"(1242, 1024)",
prot_bert,P35573,ok,1532,1024,"(1532, 1024)",
prot_bert,P35609,ok,894,1024,"(894, 1024)",
prot_bert,P35613,ok,385,1024,"(385, 1024)",
prot_bert,P35626,ok,688,1024,"(688, 1024)",
prot_bert,P35637,ok,526,1024,"(526, 1024)",
prot_bert,P35659,ok,375,1024,"(375, 1024)",
prot_bert,P35712,ok,828,1024,"(828, 1024)",
prot_bert,P35813,ok,382,1024,"(382, 1024)",
prot_bert,P35869,ok,848,1024,"(848, 1024)",
prot_bert,P35968,ok,1356,1024,"(1356, 1024)",
prot_bert,P36406,ok,574,1024,"(574, 1024)",
prot_bert,P36507,ok,400,1024,"(400, 1024)",
prot_bert,P36639,ok,156,1024,"(156, 1024)",
prot_bert,P36888,ok,993,1024,"(993, 1024)",
prot_bert,P36894,ok,532,1024,"(532, 1024)",
prot_bert,P36897,ok,503,1024,"(503, 1024)",
prot_bert,P36956,ok,1147,1024,"(1147, 1024)",
prot_bert,P37023,ok,503,1024,"(503, 1024)",
prot_bert,P37088,ok,669,1024,"(669, 1024)",
prot_bert,P37173,ok,567,1024,"(567, 1024)",
prot_bert,P37198,ok,522,1024,"(522, 1024)",
prot_bert,P37231,ok,505,1024,"(505, 1024)",
prot_bert,P37275,ok,1124,1024,"(1124, 1024)",
prot_bert,P37840,ok,140,1024,"(140, 1024)",
prot_bert,P38398,ok,1863,1024,"(1863, 1024)",
prot_bert,P38936,ok,164,1024,"(164, 1024)",
prot_bert,P40189,ok,918,1024,"(918, 1024)",
prot_bert,P40238,ok,635,1024,"(635, 1024)",
prot_bert,P40305,ok,122,1024,"(122, 1024)",
prot_bert,P40337,ok,213,1024,"(213, 1024)",
prot_bert,P40424,ok,430,1024,"(430, 1024)",
prot_bert,P40763,ok,770,1024,"(770, 1024)",
prot_bert,P40818,ok,1118,1024,"(1118, 1024)",
prot_bert,P41002,ok,786,1024,"(786, 1024)",
prot_bert,P41134,ok,155,1024,"(155, 1024)",
prot_bert,P41161,ok,510,1024,"(510, 1024)",
prot_bert,P41180,ok,1078,1024,"(1078, 1024)",
prot_bert,P41181,ok,271,1024,"(271, 1024)",
prot_bert,P41182,ok,706,1024,"(706, 1024)",
prot_bert,P41212,ok,452,1024,"(452, 1024)",
prot_bert,P41229,ok,1560,1024,"(1560, 1024)",
prot_bert,P41594,ok,1212,1024,"(1212, 1024)",
prot_bert,P41595,ok,481,1024,"(481, 1024)",
prot_bert,P41743,ok,596,1024,"(596, 1024)",
prot_bert,P42081,ok,329,1024,"(329, 1024)",
prot_bert,P42224,ok,750,1024,"(750, 1024)",
prot_bert,P42226,ok,847,1024,"(847, 1024)",
prot_bert,P42229,ok,794,1024,"(794, 1024)",
prot_bert,P42261,ok,906,1024,"(906, 1024)",
prot_bert,P42336,ok,1068,1024,"(1068, 1024)",
prot_bert,P42345,ok,2549,1024,"(2549, 1024)",
prot_bert,P42566,ok,896,1024,"(896, 1024)",
prot_bert,P42574,ok,277,1024,"(277, 1024)",
prot_bert,P42679,ok,507,1024,"(507, 1024)",
prot_bert,P42771,ok,156,1024,"(156, 1024)",
prot_bert,P42773,ok,168,1024,"(168, 1024)",
prot_bert,P42858,ok,3142,1024,"(3142, 1024)",
prot_bert,P43003,ok,542,1024,"(542, 1024)",
prot_bert,P43005,ok,524,1024,"(524, 1024)",
prot_bert,P43146,ok,1447,1024,"(1447, 1024)",
prot_bert,P43246,ok,934,1024,"(934, 1024)",
prot_bert,P43268,ok,484,1024,"(484, 1024)",
prot_bert,P43357,ok,314,1024,"(314, 1024)",
prot_bert,P43360,ok,314,1024,"(314, 1024)",
prot_bert,P43403,ok,619,1024,"(619, 1024)",
prot_bert,P43405,ok,635,1024,"(635, 1024)",
prot_bert,P43694,ok,442,1024,"(442, 1024)",
prot_bert,P43699,ok,371,1024,"(371, 1024)",
prot_bert,P45973,ok,191,1024,"(191, 1024)",
prot_bert,P45974,ok,858,1024,"(858, 1024)",
prot_bert,P45983,ok,427,1024,"(427, 1024)",
prot_bert,P45984,ok,424,1024,"(424, 1024)",
prot_bert,P45985,ok,399,1024,"(399, 1024)",
prot_bert,P46100,ok,2492,1024,"(2492, 1024)",
prot_bert,P46109,ok,303,1024,"(303, 1024)",
prot_bert,P46527,ok,198,1024,"(198, 1024)",
prot_bert,P46531,ok,2555,1024,"(2555, 1024)",
prot_bert,P46695,ok,156,1024,"(156, 1024)",
prot_bert,P46736,ok,316,1024,"(316, 1024)",
prot_bert,P46783,ok,165,1024,"(165, 1024)",
prot_bert,P46821,ok,2468,1024,"(2468, 1024)",
prot_bert,P46934,ok,1319,1024,"(1319, 1024)",
prot_bert,P46937,ok,504,1024,"(504, 1024)",
prot_bert,P46939,ok,3433,1024,"(3433, 1024)",
prot_bert,P47895,ok,512,1024,"(512, 1024)",
prot_bert,P47989,ok,1333,1024,"(1333, 1024)",
prot_bert,P48048,ok,391,1024,"(391, 1024)",
prot_bert,P48059,ok,325,1024,"(325, 1024)",
prot_bert,P48200,ok,963,1024,"(963, 1024)",
prot_bert,P48431,ok,317,1024,"(317, 1024)",
prot_bert,P48436,ok,509,1024,"(509, 1024)",
prot_bert,P48546,ok,466,1024,"(466, 1024)",
prot_bert,P48730,ok,415,1024,"(415, 1024)",
prot_bert,P48736,ok,1102,1024,"(1102, 1024)",
prot_bert,P48742,ok,406,1024,"(406, 1024)",
prot_bert,P48764,ok,834,1024,"(834, 1024)",
prot_bert,P49023,ok,591,1024,"(591, 1024)",
prot_bert,P49116,ok,596,1024,"(596, 1024)",
prot_bert,P49137,ok,400,1024,"(400, 1024)",
prot_bert,P49281,ok,568,1024,"(568, 1024)",
prot_bert,P49327,ok,2511,1024,"(2511, 1024)",
prot_bert,P49336,ok,464,1024,"(464, 1024)",
prot_bert,P49407,ok,418,1024,"(418, 1024)",
prot_bert,P49411,ok,455,1024,"(455, 1024)",
prot_bert,P49427,ok,236,1024,"(236, 1024)",
prot_bert,P49450,ok,140,1024,"(140, 1024)",
prot_bert,P49454,ok,3114,1024,"(3114, 1024)",
prot_bert,P49458,ok,86,1024,"(86, 1024)",
prot_bert,P49585,ok,367,1024,"(367, 1024)",
prot_bert,P49675,ok,285,1024,"(285, 1024)",
prot_bert,P49715,ok,358,1024,"(358, 1024)",
prot_bert,P49716,ok,269,1024,"(269, 1024)",
prot_bert,P49757,ok,651,1024,"(651, 1024)",
prot_bert,P49768,ok,467,1024,"(467, 1024)",
prot_bert,P49792,ok,3224,1024,"(3224, 1024)",
prot_bert,P49815,ok,1807,1024,"(1807, 1024)",
prot_bert,P49841,ok,420,1024,"(420, 1024)",
prot_bert,P49915,ok,693,1024,"(693, 1024)",
prot_bert,P49918,ok,316,1024,"(316, 1024)",
prot_bert,P49959,ok,708,1024,"(708, 1024)",
prot_bert,P50458,ok,406,1024,"(406, 1024)",
prot_bert,P50539,ok,228,1024,"(228, 1024)",
prot_bert,P50542,ok,639,1024,"(639, 1024)",
prot_bert,P50549,ok,477,1024,"(477, 1024)",
prot_bert,P50552,ok,380,1024,"(380, 1024)",
prot_bert,P50553,ok,236,1024,"(236, 1024)",
prot_bert,P50579,ok,478,1024,"(478, 1024)",
prot_bert,P50616,ok,345,1024,"(345, 1024)",
prot_bert,P50750,ok,372,1024,"(372, 1024)",
prot_bert,P50876,ok,292,1024,"(292, 1024)",
prot_bert,P50991,ok,539,1024,"(539, 1024)",
prot_bert,P51114,ok,621,1024,"(621, 1024)",
prot_bert,P51168,ok,640,1024,"(640, 1024)",
prot_bert,P51170,ok,649,1024,"(649, 1024)",
prot_bert,P51449,ok,518,1024,"(518, 1024)",
prot_bert,P51451,ok,505,1024,"(505, 1024)",
prot_bert,P51530,ok,1060,1024,"(1060, 1024)",
prot_bert,P51532,ok,1647,1024,"(1647, 1024)",
prot_bert,P51587,ok,3418,1024,"(3418, 1024)",
prot_bert,P51610,ok,2035,1024,"(2035, 1024)",
prot_bert,P51617,ok,712,1024,"(712, 1024)",
prot_bert,P51668,ok,147,1024,"(147, 1024)",
prot_bert,P51692,ok,787,1024,"(787, 1024)",
prot_bert,P51784,ok,963,1024,"(963, 1024)",
prot_bert,P51795,ok,816,1024,"(816, 1024)",
prot_bert,P51825,ok,1210,1024,"(1210, 1024)",
prot_bert,P51843,ok,470,1024,"(470, 1024)",
prot_bert,P51955,ok,445,1024,"(445, 1024)",
prot_bert,P51965,ok,193,1024,"(193, 1024)",
prot_bert,P52292,ok,529,1024,"(529, 1024)",
prot_bert,P52294,ok,538,1024,"(538, 1024)",
prot_bert,P52333,ok,1124,1024,"(1124, 1024)",
prot_bert,P52434,ok,150,1024,"(150, 1024)",
prot_bert,P52564,ok,334,1024,"(334, 1024)",
prot_bert,P52565,ok,204,1024,"(204, 1024)",
prot_bert,P52566,ok,201,1024,"(201, 1024)",
prot_bert,P52597,ok,415,1024,"(415, 1024)",
prot_bert,P52630,ok,851,1024,"(851, 1024)",
prot_bert,P52789,ok,917,1024,"(917, 1024)",
prot_bert,P52907,ok,286,1024,"(286, 1024)",
prot_bert,P52952,ok,324,1024,"(324, 1024)",
prot_bert,P53350,ok,603,1024,"(603, 1024)",
prot_bert,P53355,ok,1430,1024,"(1430, 1024)",
prot_bert,P53396,ok,1101,1024,"(1101, 1024)",
prot_bert,P53667,ok,647,1024,"(647, 1024)",
prot_bert,P53779,ok,464,1024,"(464, 1024)",
prot_bert,P53804,ok,2025,1024,"(2025, 1024)",
prot_bert,P53805,ok,252,1024,"(252, 1024)",
prot_bert,P54098,ok,1239,1024,"(1239, 1024)",
prot_bert,P54132,ok,1417,1024,"(1417, 1024)",
prot_bert,P54252,ok,361,1024,"(361, 1024)",
prot_bert,P54253,ok,815,1024,"(815, 1024)",
prot_bert,P54274,ok,439,1024,"(439, 1024)",
prot_bert,P54578,ok,494,1024,"(494, 1024)",
prot_bert,P54646,ok,552,1024,"(552, 1024)",
prot_bert,P54652,ok,639,1024,"(639, 1024)",
prot_bert,P54725,ok,363,1024,"(363, 1024)",
prot_bert,P54727,ok,409,1024,"(409, 1024)",
prot_bert,P54762,ok,984,1024,"(984, 1024)",
prot_bert,P54821,ok,245,1024,"(245, 1024)",
prot_bert,P54829,ok,565,1024,"(565, 1024)",
prot_bert,P55008,ok,147,1024,"(147, 1024)",
prot_bert,P55017,ok,1021,1024,"(1021, 1024)",
prot_bert,P55036,ok,377,1024,"(377, 1024)",
prot_bert,P55060,ok,971,1024,"(971, 1024)",
prot_bert,P55061,ok,237,1024,"(237, 1024)",
prot_bert,P55072,ok,806,1024,"(806, 1024)",
prot_bert,P55085,ok,397,1024,"(397, 1024)",
prot_bert,P55199,ok,621,1024,"(621, 1024)",
prot_bert,P55210,ok,303,1024,"(303, 1024)",
prot_bert,P55211,ok,416,1024,"(416, 1024)",
prot_bert,P55212,ok,293,1024,"(293, 1024)",
prot_bert,P55290,ok,713,1024,"(713, 1024)",
prot_bert,P55317,ok,472,1024,"(472, 1024)",
prot_bert,P55895,ok,527,1024,"(527, 1024)",
prot_bert,P55957,ok,195,1024,"(195, 1024)",
prot_bert,P56545,ok,445,1024,"(445, 1024)",
prot_bert,P56750,ok,224,1024,"(224, 1024)",
prot_bert,P56817,ok,501,1024,"(501, 1024)",
prot_bert,P57078,ok,832,1024,"(832, 1024)",
prot_bert,P57737,ok,925,1024,"(925, 1024)",
prot_bert,P58004,ok,480,1024,"(480, 1024)",
prot_bert,P59044,ok,892,1024,"(892, 1024)",
prot_bert,P60002,ok,83,1024,"(83, 1024)",
prot_bert,P60321,ok,138,1024,"(138, 1024)",
prot_bert,P60484,ok,403,1024,"(403, 1024)",
prot_bert,P60842,ok,406,1024,"(406, 1024)",
prot_bert,P60903,ok,97,1024,"(97, 1024)",
prot_bert,P60953,ok,191,1024,"(191, 1024)",
prot_bert,P61073,ok,352,1024,"(352, 1024)",
prot_bert,P61077,ok,147,1024,"(147, 1024)",
prot_bert,P61086,ok,200,1024,"(200, 1024)",
prot_bert,P61088,ok,152,1024,"(152, 1024)",
prot_bert,P61224,ok,184,1024,"(184, 1024)",
prot_bert,P61254,ok,145,1024,"(145, 1024)",
prot_bert,P61328,ok,243,1024,"(243, 1024)",
prot_bert,P61371,ok,349,1024,"(349, 1024)",
prot_bert,P61586,ok,193,1024,"(193, 1024)",
prot_bert,P61587,ok,244,1024,"(244, 1024)",
prot_bert,P61956,ok,95,1024,"(95, 1024)",
prot_bert,P61968,ok,165,1024,"(165, 1024)",
prot_bert,P62068,ok,366,1024,"(366, 1024)",
prot_bert,P62136,ok,330,1024,"(330, 1024)",
prot_bert,P62249,ok,146,1024,"(146, 1024)",
prot_bert,P62253,ok,170,1024,"(170, 1024)",
prot_bert,P62324,ok,171,1024,"(171, 1024)",
prot_bert,P62330,ok,175,1024,"(175, 1024)",
prot_bert,P62487,ok,172,1024,"(172, 1024)",
prot_bert,P62714,ok,309,1024,"(309, 1024)",
prot_bert,P62745,ok,196,1024,"(196, 1024)",
prot_bert,P62805,ok,103,1024,"(103, 1024)",
prot_bert,P62807,ok,126,1024,"(126, 1024)",
prot_bert,P62877,ok,108,1024,"(108, 1024)",
prot_bert,P62937,ok,165,1024,"(165, 1024)",
prot_bert,P62979,ok,156,1024,"(156, 1024)",
prot_bert,P62993,ok,217,1024,"(217, 1024)",
prot_bert,P63000,ok,192,1024,"(192, 1024)",
prot_bert,P63165,ok,101,1024,"(101, 1024)",
prot_bert,P63241,ok,154,1024,"(154, 1024)",
prot_bert,P63244,ok,317,1024,"(317, 1024)",
prot_bert,P63252,ok,427,1024,"(427, 1024)",
prot_bert,P63279,ok,158,1024,"(158, 1024)",
prot_bert,P63316,ok,161,1024,"(161, 1024)",
prot_bert,P67775,ok,309,1024,"(309, 1024)",
prot_bert,P67809,ok,324,1024,"(324, 1024)",
prot_bert,P67870,ok,215,1024,"(215, 1024)",
prot_bert,P67936,ok,248,1024,"(248, 1024)",
prot_bert,P68036,ok,154,1024,"(154, 1024)",
prot_bert,P68133,ok,377,1024,"(377, 1024)",
prot_bert,P68363,ok,451,1024,"(451, 1024)",
prot_bert,P68431,ok,136,1024,"(136, 1024)",
prot_bert,P69720,ok,192,1024,"(192, 1024)",
prot_bert,P78317,ok,190,1024,"(190, 1024)",
prot_bert,P78318,ok,339,1024,"(339, 1024)",
prot_bert,P78324,ok,504,1024,"(504, 1024)",
prot_bert,P78344,ok,907,1024,"(907, 1024)",
prot_bert,P78352,ok,724,1024,"(724, 1024)",
prot_bert,P78380,ok,273,1024,"(273, 1024)",
prot_bert,P78396,ok,465,1024,"(465, 1024)",
prot_bert,P78406,ok,368,1024,"(368, 1024)",
prot_bert,P78504,ok,1218,1024,"(1218, 1024)",
prot_bert,P78527,ok,4128,1024,"(4128, 1024)",
prot_bert,P78543,ok,158,1024,"(158, 1024)",
prot_bert,P78545,ok,371,1024,"(371, 1024)",
prot_bert,P79483,ok,266,1024,"(266, 1024)",
prot_bert,P80192,ok,1104,1024,"(1104, 1024)",
prot_bert,P80370,ok,383,1024,"(383, 1024)",
prot_bert,P83916,ok,185,1024,"(185, 1024)",
prot_bert,P84022,ok,425,1024,"(425, 1024)",
prot_bert,P84077,ok,181,1024,"(181, 1024)",
prot_bert,P90489,ok,256,1024,"(256, 1024)",
prot_bert,P90495,ok,333,1024,"(333, 1024)",
prot_bert,P98155,ok,873,1024,"(873, 1024)",
prot_bert,P98161,ok,4303,1024,"(4303, 1024)",
prot_bert,P98170,ok,497,1024,"(497, 1024)",
prot_bert,P98174,ok,961,1024,"(961, 1024)",
prot_bert,P98177,ok,505,1024,"(505, 1024)",
prot_bert,Q00059,ok,246,1024,"(246, 1024)",
prot_bert,Q00613,ok,529,1024,"(529, 1024)",
prot_bert,Q00653,ok,900,1024,"(900, 1024)",
prot_bert,Q00688,ok,224,1024,"(224, 1024)",
prot_bert,Q00987,ok,491,1024,"(491, 1024)",
prot_bert,Q01094,ok,437,1024,"(437, 1024)",
prot_bert,Q01151,ok,205,1024,"(205, 1024)",
prot_bert,Q01167,ok,660,1024,"(660, 1024)",
prot_bert,Q01196,ok,453,1024,"(453, 1024)",
prot_bert,Q01628,ok,133,1024,"(133, 1024)",
prot_bert,Q01638,ok,556,1024,"(556, 1024)",
prot_bert,Q01664,ok,338,1024,"(338, 1024)",
prot_bert,Q01804,ok,1114,1024,"(1114, 1024)",
prot_bert,Q01813,ok,784,1024,"(784, 1024)",
prot_bert,Q01826,ok,763,1024,"(763, 1024)",
prot_bert,Q01831,ok,940,1024,"(940, 1024)",
prot_bert,Q01844,ok,656,1024,"(656, 1024)",
prot_bert,Q01860,ok,360,1024,"(360, 1024)",
prot_bert,Q01959,ok,620,1024,"(620, 1024)",
prot_bert,Q02156,ok,737,1024,"(737, 1024)",
prot_bert,Q02218,ok,1023,1024,"(1023, 1024)",
prot_bert,Q02241,ok,960,1024,"(960, 1024)",
prot_bert,Q02246,ok,1040,1024,"(1040, 1024)",
prot_bert,Q02363,ok,134,1024,"(134, 1024)",
prot_bert,Q02535,ok,119,1024,"(119, 1024)",
prot_bert,Q02539,ok,215,1024,"(215, 1024)",
prot_bert,Q02556,ok,426,1024,"(426, 1024)",
prot_bert,Q02763,ok,1124,1024,"(1124, 1024)",
prot_bert,Q02779,ok,954,1024,"(954, 1024)",
prot_bert,Q02790,ok,459,1024,"(459, 1024)",
prot_bert,Q03060,ok,345,1024,"(345, 1024)",
prot_bert,Q03135,ok,178,1024,"(178, 1024)",
prot_bert,Q03164,ok,3969,1024,"(3969, 1024)",
prot_bert,Q03188,ok,943,1024,"(943, 1024)",
prot_bert,Q03431,ok,593,1024,"(593, 1024)",
prot_bert,Q03468,ok,1493,1024,"(1493, 1024)",
prot_bert,Q03518,ok,748,1024,"(748, 1024)",
prot_bert,Q04206,ok,551,1024,"(551, 1024)",
prot_bert,Q04721,ok,2471,1024,"(2471, 1024)",
prot_bert,Q04724,ok,770,1024,"(770, 1024)",
prot_bert,Q04725,ok,743,1024,"(743, 1024)",
prot_bert,Q04726,ok,772,1024,"(772, 1024)",
prot_bert,Q04727,ok,773,1024,"(773, 1024)",
prot_bert,Q04771,ok,509,1024,"(509, 1024)",
prot_bert,Q04912,ok,1400,1024,"(1400, 1024)",
prot_bert,Q05086,ok,875,1024,"(875, 1024)",
prot_bert,Q05195,ok,221,1024,"(221, 1024)",
